,CVE_ENT,DOMINIO,SITUACION_CONYUGAL,MATERIAL_PISOS,CUARTOS_DORMIR,CUARTOS_TOTAL,FOCOS,AGUA,DRENAJE,NUM_RESIDENTES,NUM_HOGARES,BIENES_DE_VIVIENDA,PAREN,EDAD,RES_MADRE,RES_PADRE,ESCOLARIDAD,GRADO_ESCOLAR,ALFABETISMO,ASISTENCIA_ESC,PERT_INDIGENA,LENG_INDIGENA,VERIF_SITUACION_PAREJA,ENTREVISTADA_TRABAJA,PAREJA_TRABAJA,PAREJA_GANANCIAS,PAREJA_GANANCIAS_FRECUENCIA,PAREJA_APORTA_PARA_GASTO,PAREJA_CUANTO_APORTA_GASTO,LIBERTAD_USAR_DINERO,FUENTES_DE_DINERO,PROPIEDADES_DEL_HOGAR,NUM_EMBARAZOS,NACIO_VIV,NACIO_MUERT,ABORTO,ANIO_PARTO,MES_PARTO,DONDE_ATENDIO_PARTO,P10_8_abuso,P10_8_atencion,SERVICIOS_MEDICOS_AFILIADA,DONDE_CONSULTAS_PRENATALES
NUM_HOGARES,0.004601444145547262,-0.00029732408325067183,0.0007787059323233648,0.0015149369956108493,0.001684836471754192,0.002435225824720355,0.0,0.0004955401387512825,-1.4158289678634084e-05,0.02760866487328333,,0.0004530652697154247,0.016607673793005852,0.0012600877813960243,0.0006519274376417528,0.00589796943388099,0.0012034546226815878,0.0012459294917174456,0.0,0.0,0.00029732408325069406,0.0,0.00017814726840856832,4.247486903583564e-05,0.00017118402282454426,0.0,1.9164430816398514e-05,0.0,2.504657342208283e-05,0.0,0.0016565198923970126,9.910802775028315e-05,5.663315871444752e-05,0.0006937561942517156,0.0,0.00015574118646470846,0.0067251875973382445,0.0025909670111850303,0.00185473594789749,9.910802775028315e-05,0.0006371230355373791,0.0005804898768228872,0.0005238567181084397
BIENES_DE_VIVIENDA,0.12899617726178683,0.0048279767804049415,0.0016989947614327815,0.02552739629052807,0.013436216904997878,0.023191278493557975,0.0,0.02932181792439479,0.00621548916890835,0.038170748973523995,0.00390768795129548,,0.00028316579357217097,0.012232762282316312,0.0017715419501133979,0.027495156776924667,0.018688942375760974,0.01766954551890134,0.0012317712020388338,0.0012317712020387672,0.009500212374345151,0.016621832082684397,0.010614608076009512,0.010165651989239688,0.001754636233951512,0.0002565251111452005,0.004637792257569906,0.003677954698362895,0.07056815132784644,0.017542120911793857,0.00831091604134222,0.08516211241682009,0.0037661050545094053,0.005408466657227784,0.002987399122186085,0.003766105054509428,0.02629194393317289,0.04498088630893387,0.007518051819340199,0.003157298598329361,0.0031289820189721374,0.016140450233611815,0.02286563783094999
PAREN,0.014469772051536212,0.0012742460710746695,0.07246212657510973,-1.4158289678656288e-05,0.021152484779838575,0.006031431403086507,1.4804153365469397,0.0022936429279343694,5.66331587143809e-05,0.11166643069517204,0.08238708763981309,0.008608240124592981,,0.029774883194110157,0.15337301587301594,0.1510942096577455,0.029463400821180798,0.0014866204162537367,8.494973807167127e-05,0.00011326631742889504,0.0032422483364009215,0.0010335551465382898,0.01024346793349169,0.01172306385388644,0.006333808844507849,0.0,0.0014564967420467312,0.003199521566868535,0.0023774797713149052,0.0013875123885034757,0.005861531926943231,0.03069517202321963,0.0010618717258955134,0.0034829392609372566,0.0005946481665014991,0.00032564066260800664,0.02816083817074897,0.0052244088914059185,0.0009627636981452525,0.0004530652697154913,0.00016989947614332035,0.010675350417669583,0.0029166076737930035
EDAD,0.036910661192128005,0.0027891830666856078,0.0015715701543253635,0.004247486903581987,0.006682712728302409,0.0062296474585870065,0.0,0.008098541696163175,0.001656519892396946,0.075874274387654,0.015036103638680442,0.023757610080702297,0.043508424182358806,,0.006320861678004585,0.023319222214249778,0.012176129123601886,0.015007787059323263,0.00029732408325076063,0.0060739062721223425,0.005111142573977023,0.00024069092453629092,0.05577494061757724,0.007022511680588983,0.0016690442225392621,0.8840877188227779,0.005653507090839361,0.0006279434850863686,0.01719246438502995,0.02064278635140875,0.014186606257964062,0.011496531219028782,0.007149936287696446,0.006654396148945208,0.002137901741469639,0.006668554438623841,0.01817924394733116,0.021223276228231624,0.002959082542828795,0.0022086931898627205,0.004120062296474614,0.0037802633441880395,0.013110576242389893
RES_MADRE,0.008650714993628794,-0.00024069092453629092,-0.000792864222002021,0.002675916749256646,0.003539572419651682,0.0013875123885034534,0.0,0.0007787059323234091,0.00016989947614323153,0.02556987115956393,0.0011326631742885507,0.0030865071499363017,0.12402661758459584,0.009273679739487473,,0.04283561742125275,0.004105904006795979,0.000438906980036835,0.0,-1.415828967861188e-05,0.003100665439614847,1.415828967856747e-05,0.0011876484560570332,0.0003822738213223875,0.0009557774607703351,8.956587602557687e-05,0.0009582215408201922,0.00017941242431041005,0.0009006987721903003,0.001373354098824864,0.002321959507291549,0.0036953136061164127,0.0009486054084666629,0.0006088064561800665,1.415828967861188e-05,0.010717825286705418,0.001698994761432826,0.0032847232054367794,0.00011326631742880622,0.0001415828967861188,0.000722072773609006,0.0006937561942517601,0.0018972108169333034
RES_PADRE,0.009910802775024785,-1.415828967856747e-05,0.00014158289678605217,0.009117938553022764,0.004488177828118345,0.0016565198923969905,0.0,0.0020529520033980343,0.003029873991221832,0.016395299447826715,0.0030865071499362796,0.005776582188871604,0.06974373495681725,0.0105762423899193,0.07246315192743766,,0.0035820472886875176,0.0015715701543253635,0.00015574118646473069,8.494973807164908e-05,0.0014866204162536701,8.494973807160466e-05,0.0019150831353919261,4.247486903579123e-05,-4.279600570611386e-05,0.0,0.00017247987734758663,0.00037377588398002093,1.9434474807233926e-07,0.002095426872433803,0.00036811553164377563,0.005833215347586074,0.00152909528528955,0.0009344471187880066,0.0002690075038935591,0.0003256406626079844,0.02108169333144557,0.002647600169899467,0.0012176129123601554,0.005649157581764186,7.07914483930816e-05,4.247486903583564e-05,0.0018405776582189003
ESCOLARIDAD,0.0582330454481099,0.0016423616027184229,0.0013875123885034757,0.005521732974656612,0.0035678889990088834,0.0074755769503044075,0.0,0.007079144839303475,0.0008353390910377679,0.04485346170182645,0.001019396856859678,0.04631176553872294,0.0027608664873283615,0.03031289820189722,0.00243764172335601,0.011422831312334014,,0.34908679031572987,0.018915475010618743,0.007121619708339244,0.005847373637264552,0.0009486054084666184,0.01665676959619957,0.01878805040351126,0.0013980028530670373,0.00019446811045673585,0.007416634725948623,0.0005980414143679669,0.0008788135339075298,0.013535324932748116,0.004035112558402987,0.00959932040209548,0.00152909528528955,0.0034829392609372566,0.0007928642220019988,0.0010901883052527594,0.01029307659634715,0.0097833781679173,0.0021662183208268184,0.000538015007787096,0.006073906272122365,0.016097975364575978,0.021945349001840576
GRADO_ESCOLAR,0.04990797111708907,0.0003397989522865741,0.002194534900184042,0.002859974515078556,0.0033696729435084283,0.006923403652838745,0.0,0.0040209542687243745,0.0007645476426447306,0.013478691774033736,0.0006371230355373125,0.013209684270140198,0.0009627636981452969,0.02262494690641371,0.00029761904761909096,0.004362488340388859,0.2729718250035395,,0.005663315871442776,0.006215489168908417,0.0022794846382556246,0.002944924253150205,0.008061163895486967,0.0013167209401104385,0.0008844507845934491,6.64621264421461e-05,0.004197010348792584,0.0007026986618823283,0.0016316845525016221,0.001982160555004975,0.0036811553164377785,0.011199207135778067,-0.0006371230355373125,0.004162537165510382,0.0015715701543253635,0.001118504884609961,0.013804332436641642,0.017046580773042597,0.002095426872433803,0.0003397989522866407,0.0014583038368965351,0.015857284440039664,0.006456180093444707
ALFABETISMO,0.0010477134362169237,0.0,0.00014158289678605217,0.00011326631742878402,-0.00011326631742889504,-0.00016989947614327595,0.0,0.001826419368540333,7.079144839297057e-05,0.0013025626504318487,4.247486903581343e-05,0.0003114823729293725,0.0003114823729293725,0.00048138184907262624,-1.4172335600903806e-05,-7.175145296696161e-05,0.009047147104629772,0.002902449384114414,,0.0,0.0,0.0,0.00028206650831357204,9.910802775023875e-05,0.0,0.0,0.00015331544653118812,0.0,4.675065963155589e-06,4.247486903583564e-05,0.00016989947614329815,0.0002831657935721488,0.0,5.6633158714425315e-05,0.0001415828967861188,0.0,-0.00015574118646466406,0.0004813818490726152,-5.663315871444752e-05,-2.8316579357157146e-05,0.0,-1.415828967861188e-05,5.663315871444752e-05
ASISTENCIA_ESC,0.00562084100240694,0.00011326631742887283,-5.6633158714425315e-05,0.002336117796970094,0.0008353390910377679,0.0030015574118646303,0.0,0.00031148237292939475,-4.247486903583564e-05,0.0010901883052527373,0.0,0.0009202888291094836,0.001472462126575147,0.0030723488602576897,0.00029761904761904656,0.0001865537777139492,0.007503893529661609,0.010533767520883485,0.0,,8.494973807160466e-05,0.0,0.0002969121140142805,0.00050969842842985,0.00012838801711838598,0.0,0.001590647757761543,0.0,0.0,0.00021237434517911157,0.0028741328047571903,0.0002690075038935591,-0.0002548492142149028,0.00014158289678600777,2.831657935722376e-05,-1.415828967861188e-05,0.003100665439614891,0.00402095426872433,0.003978479399688495,0.0001415828967861188,0.00029732408325076063,0.0014724621265751249,-1.4158289678634084e-05
PERT_INDIGENA,0.0802208693189863,0.0008211808013592226,1.415828967861188e-05,0.0010335551465382453,0.00036811553164375346,0.0008070225116805884,0.0,0.004346594931332359,0.00019821605550045528,0.002746708197649728,0.0003964321110009772,0.007418943791590004,0.00048138184907269287,0.0011043465949313268,0.0006660997732426344,0.0001578531965272134,0.0008070225116805884,0.0007928642220019988,0.0,0.0001415828967860966,,0.033795837462834474,0.0011728028503563248,0.00024069092453631312,0.00011412268188304431,0.0,0.0008240705251053359,0.00013455931823280753,0.0,0.0009344471187880509,0.0017556279201472514,0.003936004530652748,0.00011326631742889504,5.6633158714425315e-05,0.00036811553164382,5.663315871444752e-05,-0.0001982160555004886,0.001529095285289528,-0.0009769219878239088,0.0007645476426448195,-2.831657935717935e-05,0.0006371230355373125,0.007801217612912348
LENG_INDIGENA,0.020940110434659532,0.0010335551465383342,0.0009486054084666407,0.006753504176695424,0.003794421633866607,0.00555004955401388,0.0,0.00043890698003685725,0.0009061305394307828,0.001698994761432826,-1.415828967861188e-05,0.02010477134362172,0.0006512813252159688,0.0032422483364009545,0.00029761904761909096,0.0001722034871205924,0.00015574118646468626,0.007758742743876557,0.0,5.663315871444752e-05,0.08357638397281604,,0.00440914489311166,0.0020671102930765795,0.0,0.0,0.00122652357224986,0.0,4.594715423511531e-06,0.00048138184907264847,0.008084383406484496,0.0062013308792298275,-4.247486903581343e-05,4.247486903583564e-05,4.247486903583564e-05,0.00011326631742889504,0.008509132096842708,0.001429987257539267,0.002746708197649683,7.07914483930594e-05,0.00024069092453635755,0.0016565198923969905,0.0002548492142149028
VERIF_SITUACION_PAREJA,0.1486337250460145,0.0007645476426448195,-0.0019113691066119376,0.005861531926943164,0.024408891405918155,0.030794280050969847,0.0,0.002605125300863742,0.0016282033130397445,0.03640096276369813,0.00011326631742882842,0.004629760724904464,0.006668554438623864,0.049992920855160695,-0.00011337868480725266,0.006916840066011276,0.011340790032564075,0.03000141582896789,0.00011326631742889504,0.00011326631742885063,0.0034404643919013988,0.00011326631742882842,,0.0005238567181084175,-8.559201141227213e-05,0.5738458460925384,0.004388654656956659,0.0001196082828736067,0.037695554699285094,0.004176695455189039,0.0010335551465383119,0.04006795979045732,0.0006937561942517601,0.001854735947897468,0.0004955401387512603,0.00048138184907264847,0.030893388078720097,0.023715135211666405,0.02111000991080274,0.0013308792297890947,0.0020671102930766238,0.007787059323233781,0.004233328613903442
ENTREVISTADA_TRABAJA,0.011623955826136245,0.002944924253150272,5.6633158714425315e-05,0.0004530652697154025,0.0008070225116805884,0.0004105904006795891,0.0,0.0009202888291094836,-0.0001415828967861188,0.003808579923545263,1.415828967861188e-05,0.0011751380433243862,0.002406909245363198,0.0011468214639671626,-4.251700680271142e-05,0.000157853196527169,0.0013308792297890282,0.0029307659634716155,0.0002690075038935813,9.910802775028315e-05,0.0001274246071074403,0.0,0.006042161520190015,,9.985734664763601e-05,0.00016873200818310342,0.0032196243771559496,0.0029154518950437634,0.0,0.05279626221152487,0.0012176129123601998,0.0016848364717542363,0.00152909528528955,0.0009202888291094169,7.07914483930594e-05,0.005663315871442753,0.02021803766105056,0.0010760300155741142,0.00032564066260794,0.0005663315871443419,0.0004955401387512825,0.017556279201472492,0.0024777006937561907
PAREJA_TRABAJA,0.007503893529661632,0.00028316579357217097,0.018221718816366982,0.0006795979045730816,0.0010618717258955134,0.0059606399546934695,0.0,7.07914483930594e-05,0.006342913776015813,0.006300438906980043,0.0005238567181084175,0.03464533484355092,-1.4158289678589674e-05,0.005748265609514369,-0.00011337868480723045,0.00043050871780148103,0.0002690075038935147,0.0017131530511114601,0.0,0.0,0.0004672235593939922,0.0,0.002271377672209041,0.02489027325499078,,0.0,0.0,0.00091201315691114,0.0,0.0026617584595781006,0.0028458162253999887,0.00993911935438203,0.002888291094435802,0.00042474869035817874,7.07914483930594e-05,0.00134503751946764,0.00555004955401388,0.0036953136061163685,0.001231771202038745,0.0007362310632875957,7.07914483930594e-05,0.013903440464391913,0.005946481665014857
PAREJA_GANANCIAS,0.13907687951295483,0.025442446552456487,0.05051677757326913,0.013492850063712236,0.008027750247770072,0.023998301005238587,0.0,0.013860965595356146,0.03808579923545232,0.025640662607956964,0.001755627920147229,0.12396998442588139,0.013053943083675534,0.01059040067959791,0.0017431972789116123,0.005768816818540512,0.057510972674500935,0.016366982868469514,0.00045306526971546914,0.00028316579357210434,0.00724904431544664,0.0012317712020388117,0.024198337292161566,0.010264760016989926,0.18717546362339516,,0.33692985818321197,0.015384615384615418,0.8972675401988628,0.01953843975647742,0.017060739062721254,0.017683703808579976,0.035112558402944936,0.004304120062296457,0.0015007787059323264,0.025527396290528137,0.023078012176129127,0.023304544810986837,0.004969559677190971,0.002760866487328384,0.0024069092453631756,0.08894237576100808,0.043239416678465224
PAREJA_GANANCIAS_FRECUENCIA,0.07014016706781825,0.01795271131247349,4.247486903581343e-05,0.001500778705932282,0.0014441455472178788,0.0009486054084666629,0.0,0.0022653263485771457,0.026079569587993734,0.005833215347586007,0.00016989947614325373,0.041427155599603596,4.4408920985006264e-17,0.0006229647458587118,-7.086167800449684e-05,0.0004018081366147008,0.0437774316862523,0.0003964321110010216,0.0,5.6633158714425315e-05,7.079144839299279e-05,0.00036811553164375346,0.016760688836104532,0.0002690075038935147,0.0,4.334467626818661e-05,,0.0010764745458623493,9.20927162463947e-05,0.00021237434517911157,0.004233328613903464,0.008466657227806906,0.056109301996318875,0.0005380150077870516,0.0002690075038935591,0.03737788475152204,0.005096984284298467,0.000991080277502465,0.0008778139600735813,0.0005663315871443197,0.0,0.03010052385671813,0.015092736797394868
PAREJA_APORTA_PARA_GASTO,0.004573127566190038,-0.00016989947614325373,0.04183774600028316,8.494973807158246e-05,0.0009769219878238422,0.0006654396148945141,0.0,0.0011326631742885952,0.031714568880079244,0.004304120062296479,0.0007645476426447306,0.0008211808013592004,0.0006088064561801332,0.002194534900184064,0.00028344671201818716,0.0002296046494941084,0.005988956534050671,0.0008070225116806329,0.0,7.07914483930594e-05,5.66331587143809e-05,7.079144839301499e-05,0.005700712589073631,0.019113691066119175,-0.00028530670470756637,0.0,0.0,,0.0,0.0016848364717542586,4.247486903583564e-05,0.00344046439190151,0.002944924253150227,0.009301996318844652,0.0,0.0014299872575393112,0.0009486054084666739,0.007772901033555146,0.00015574118646464186,0.0,0.0,0.021350700835339097,0.0008070225116805884
PAREJA_CUANTO_APORTA_GASTO,0.1038510547925811,0.010193968568596955,0.004983717966869583,0.00519609231204865,0.009698428429845673,0.019042899617726185,0.0,0.006569446410873603,0.05477842276652978,0.022313464533484373,0.0021662183208268405,0.05506158856010197,0.005422624946906485,0.013322950587569016,0.0015873015873016038,0.004807347348783764,0.022313464533484373,0.012289395441030738,0.00036811553164379786,0.00021237434517908937,0.015163528245787882,0.0014016706781820655,0.006873515439429956,0.0039926376893670845,0.00017118402282452206,1.9028803563325704e-05,0.04610962054426979,0.10447783509008002,,0.02598046156024354,0.003298881495115391,0.048945207418943835,0.008325074331020832,0.003454622681580055,0.0014299872575392891,0.019864080419085384,0.019892396998442585,0.027481240266175832,0.010009910802775001,2.831657935726817e-05,0.00491292651847659,0.04074755769503045,0.022370097692198776
LIBERTAD_USAR_DINERO,0.013266317428854623,0.0001982160555005441,0.0006795979045731038,0.0011892963330029315,8.494973807162686e-05,0.0011326631742885284,0.0,0.0037377884751522484,-0.0001415828967861188,0.004969559677191015,7.07914483930372e-05,0.00780121761291237,0.000212374345179156,0.0010477134362169016,0.00022675736961457192,0.0007318648202625955,0.0038935296616168904,0.0006937561942517601,5.663315871444752e-05,2.831657935722376e-05,0.001472462126575058,0.00011326631742885063,0.0018705463182898008,0.02743876539714001,0.0006562054208273827,0.00027643225547497875,0.0019164430816404287,4.485310607760251e-05,6.500088426879547e-05,,0.0013025626504318487,0.009755061588560144,0.0005804898768229316,0.00011326631742882842,0.00015574118646470846,0.0001274246071075069,0.0017556279201472514,0.002038793713719378,0.0002548492142148806,0.0020387937137194443,-5.663315871440311e-05,0.001628203313039811,0.003794421633866607
FUENTES_DE_DINERO,0.012728302421067572,0.0013875123885034979,-0.00024069092453631312,0.003242248336400899,0.0005521732974656191,0.0013167209401104385,0.0,0.001755627920147318,0.0005663315871442087,0.01908537448676202,0.0011185048846099166,0.002378592666005974,0.000722072773609006,0.002789183066685541,0.0001558956916100085,0.001205424409844258,0.0014441455472178788,0.001302562650431871,0.00042474869035824536,0.0020104771343621764,0.0022370097692198552,0.004997876256548195,0.0026870546318290113,0.0009769219878238643,0.0011269614835948793,1.082019648701582e-06,0.00044078190877727685,0.0,0.11679703001135588,0.0036953136061163906,,0.005691632450800022,0.0004672235593940588,0.0006937561942517156,0.000608806456180111,5.663315871444752e-05,0.006314597196658644,0.0011609797536457412,0.00021237434517906717,0.00018405776582195444,0.00035395724196518596,0.0014016706781821097,0.0012317712020387672
PROPIEDADES_DEL_HOGAR,0.042658926801642426,0.005918165085657723,0.00022653263485767906,0.007333994053518289,0.002095426872433803,0.0058615319269432085,1.9096512784316821,0.0062013308792298275,0.002095426872433759,0.009514370664023785,0.0011185048846098944,0.07910236443437635,0.005224408891405985,0.00934447118788051,0.0006094104308390191,0.006615483963550206,0.005181934022370082,0.006286280617301454,2.831657935722376e-05,9.910802775026095e-05,0.004063429137760121,0.0019680022653263186,0.016137173396674597,0.0001274246071074403,0.0010128388017118573,0.0,0.005461862782675309,0.0008522090154743367,9.824318611053595e-05,0.020614469772051548,0.004190853744867651,,0.0008211808013592226,0.003369672943508406,0.0014016706781821097,0.00041059040067963347,0.008367549200056645,0.011963754778422753,0.0029732408325074066,0.0014016706781821097,0.0020387937137194222,0.0026617584595781006,0.007603001557411848
